filename_base,dataset_mapped,pychord_atc_score,chordino_atc_score,dataset_name,f_measure
BachJS__BWV988__bwv-988-aria,MSMD,1.6875,2.5277777,MSMD,0.001953
BurgmullerJFF__O100__25EF-18,MSMD,4.219858,4.2727275,MSMD,0.03504
BachJS__BWV988__bwv-988-v07,MSMD,1.4512196,4.516129,MSMD,0.0
MozartWA__KV331__KV331_1_5_var4,MSMD,3.0731707,0.0,MSMD,0.002203
TurpinT__turpin__turpin,MSMD,1.7066115,0.05,MSMD,0.000921
VerdiG__Traviata_11__Traviata_11,MSMD,0.5104167,0.4375,MSMD,0.002895
BachJS__BWV847__fuga2,MSMD,0.14659686,0.0,MSMD,0.0
BeethovenLv__O49__LVB_Sonate_49no1_2,MSMD,0.4173765,5.018265,MSMD,0.0
MozartWA__KV309__KV309_1,MSMD,2.642539,5.2,MSMD,0.009292
Traditional__traditioner_af_swenska_folk_dansar.2.36__traditioner_af_swenska_folk_dansar.2.36,MSMD,1.6153846,0.5833333,MSMD,0.0
Traditional__traditioner_af_swenska_folk_dansar.2.27__traditioner_af_swenska_folk_dansar.2.27,MSMD,1.25,0.0,MSMD,0.00978
SousaJP__HandsacrosstheSea__HandsacrosstheSea,MSMD,1.1977186,0.093333334,MSMD,0.001589
BachJS__BWV865__BWV865_Praeludium20,MSMD,2.5942492,1.6755319,MSMD,0.0
BachJS__BWV807__bach-english-suite-2-bourree-1,MSMD,2.0675676,0.0,MSMD,0.0
BeethovenLv__O76__Six_Variations_Opus76,MSMD,1.1351352,0.70731705,MSMD,0.002212
BurgmullerJFF__O100__25EF-07,MSMD,3.672131,2.6486487,MSMD,0.013051
BachJS__BWV817__bach-french-suite-6-gigue,MSMD,3.601156,2.266187,MSMD,0.0
BachJS__BWVAnh116__anna-magdalena-07,MSMD,0.1971831,0.0,MSMD,0.003058
BachJS__BWVAnh118__BWV-118,MSMD,0.46666667,0.0,MSMD,0.0
BurgmullerJFF__O100__25EF-11,MSMD,3.3510637,0.0,MSMD,0.0
BachJS__BWV1006a__bwv-1006a_4,MSMD,1.0,0.0,MSMD,0.007286
BachJS__BWV793__bwv793,MSMD,0.62096775,0.0,MSMD,0.0
CzernyC__Op_821__Czerny_Op_821_No_008,MSMD,2.4705882,2.8,MSMD,0.0
BeethovenLv__O90__LVB_Sonate_90_1,MSMD,2.7235916,1.2537314,MSMD,0.013812
BachJS__BWV117a__BWV-117a,MSMD,1.0,0.0,MSMD,0.0
BurgmullerJFF__O100__25EF-09,MSMD,2.766467,0.0,MSMD,0.00624
BachJS__BWV772__bach-invention-01,MSMD,0.5316456,0.0,MSMD,0.0
BachJS__BWV860__BWV860_Praeludium15,MSMD,2.6818182,0.02892562,MSMD,0.0
BachJS__BWV829__51title-hub,MSMD,4.3203883,4.4410596,MSMD,0.00214
CzernyC__Op_821__Czerny_Op_821_No_006,MSMD,1.5909091,3.3333333,MSMD,0.0
BachJS__BWV988__bwv-988-v29,MSMD,3.0323887,2.909091,MSMD,0.005565
BurgmullerJFF__O100__25EF-13,MSMD,0.25,0.0,MSMD,0.0
Traditional__traditioner_af_swenska_folk_dansar.3.34__traditioner_af_swenska_folk_dansar.3.34,MSMD,1.7761194,0.0,MSMD,0.014963
BachJS__BWV825__11title-hub,MSMD,0.2777778,0.0,MSMD,0.001356
Traditional__traditioner_af_swenska_folk_dansar.1.17__traditioner_af_swenska_folk_dansar.1.17,MSMD,1.5217391,0.3181818,MSMD,0.022099
BachJS__BWV776__bach-invention-05,MSMD,3.104348,1.6006098,MSMD,0.0
BeethovenLv__O10__lvb_sonate_10no2_3,MSMD,4.323181,6.1611185,MSMD,0.021896
BachJS__BWV988__bwv-988-v18,MSMD,1.4134616,0.0,MSMD,0.0
ChopinFF__O28__Chop-28-3,MSMD,2.7575758,4.655582,MSMD,0.0
BachJS__BWV1006a__bwv-1006a_3,MSMD,0.33333334,0.0,MSMD,0.003895
BachJS__BWV807__bach-english-suite-2-prelude,MSMD,6.013175,6.1486487,MSMD,0.01889
BachJS__BWV817__bach-french-suite-6-bourree,MSMD,0.72606385,0.12068965,MSMD,0.0
HandelGF__Aylesford__11-allegro,MSMD,3.983165,3.347826,MSMD,0.000873
BurgmullerJFF__O100__25EF-10,MSMD,0.14736842,0.875,MSMD,0.0
BachJS__BWVAnh117b__BWV-117b,MSMD,0.8045977,0.0,MSMD,0.0
BachJS__BWV862__bach-prelude17,MSMD,2.3584905,2.3130436,MSMD,0.0
CzernyC__Op_821__Czerny_Op_821_No_002,MSMD,3.6666667,2.5869565,MSMD,0.0
BachJS__BWVAnh126__anna-magdalena-22,MSMD,2.7,4.025,MSMD,0.005556
Traditional__traditioner_af_swenska_folk_dansar.1.10__traditioner_af_swenska_folk_dansar.1.10,MSMD,0.40384614,0.0,MSMD,0.0
ChopinFF__O28__Chop-28-11,MSMD,1.3263158,0.0,MSMD,0.0
BachJS__BWV780__bach-invention-09,MSMD,2.1021671,0.03954802,MSMD,0.0
CzernyC__Op_821__Czerny_Op_821_No_015,MSMD,0.85365856,2.3333333,MSMD,0.006601
BachJS__BWV816__french-suite-5-allemande,MSMD,0.16129032,2.625,MSMD,0.001496
BachJS__BWV827__BWV-827-4,MSMD,0.9746835,0.0,MSMD,0.0
StraussJJ__O324__blitz,MSMD,1.0299728,3.7333333,MSMD,0.001443
Traditional__traditioner_af_swenska_folk_dansar.1.34__traditioner_af_swenska_folk_dansar.1.34,MSMD,1.7906977,1.1666666,MSMD,0.007905
BurgmullerJFF__O100__25EF-14,MSMD,1.195122,0.0,MSMD,0.0
BeethovenLv__O79__LVB_Sonate_79_3,MSMD,3.1862068,4.7846656,MSMD,0.008403
HandelGF__Aylesford__02-entree,MSMD,1.4337349,0.0,MSMD,0.0
BachJS__BWV825__14title-hub,MSMD,3.4270833,1.882353,MSMD,0.006522
BachJS__BWV773__bach-invention-02,MSMD,0.048275862,2.0,MSMD,0.0
BurgmullerJFF__O100__25EF-02,MSMD,3.1262136,0.0,MSMD,0.012346
BachJS__BWV1080__contrapunctusXIV,MSMD,1.637931,2.7080293,MSMD,0.000619
BachJS__BWV926__bach-praeludium-02,MSMD,0.1640625,6.0454545,MSMD,0.0
BachJS__BWV786__bach-invention-15,MSMD,2.670103,1.5375723,MSMD,0.0
CzernyC__Op_821__Czerny_Op_821_No_003,MSMD,1.9558823,1.9090909,MSMD,0.0
Kruetzer__lodiska__lodiska,MSMD,0.13725491,0.0,MSMD,0.0
